ID X PCODE,Label,ID,PCODE
FVW8J5I X RIBP,0.0007965003605931997,FVW8J5I,RIBP
FVW8J5I X GHYX,0.0006690132431685925,FVW8J5I,GHYX
FVYJTYV X K6QO,1.0,FVYJTYV,K6QO
FVYJTYV X QBOL,1.0,FVYJTYV,QBOL
FVYJTYV X RVSZ,0.9998395442962646,FVYJTYV,RVSZ
FVYJTYV X PYUQ,5.5357999372063205e-05,FVYJTYV,PYUQ
FVYJTYV X 7POT,2.409038643236272e-05,FVYJTYV,7POT
FVZMP9N X RVSZ,1.0,FVZMP9N,RVSZ
FVZMP9N X K6QO,0.9602783918380736,FVZMP9N,K6QO
FVZMP9N X QBOL,0.036288321018218994,FVZMP9N,QBOL
FVZMP9N X GHYX,0.0010832843836396933,FVZMP9N,GHYX
FVZMP9N X ECY3,0.0007377205765806139,FVZMP9N,ECY3
FW41X1B X RVSZ,1.0,FW41X1B,RVSZ
FW41X1B X K6QO,0.9898281097412108,FW41X1B,K6QO
FW41X1B X QBOL,0.0064127249643206605,FW41X1B,QBOL
FW41X1B X GHYX,0.0010393840493634343,FW41X1B,GHYX
FW41X1B X ECY3,0.0005881639663130045,FW41X1B,ECY3
FWBTHQT X RVSZ,1.0,FWBTHQT,RVSZ
FWBTHQT X ECY3,1.0,FWBTHQT,ECY3
FWBTHQT X K6QO,0.7273013591766357,FWBTHQT,K6QO
FWBTHQT X QBOL,0.2611958980560303,FWBTHQT,QBOL
FWBTHQT X GHYX,0.0031811676453799014,FWBTHQT,GHYX
FWEQC1T X RVSZ,1.0,FWEQC1T,RVSZ
FWEQC1T X K6QO,0.9603583216667176,FWEQC1T,K6QO
FWEQC1T X GHYX,0.01922665536403656,FWEQC1T,GHYX
FWEQC1T X QBOL,0.012264411896467207,FWEQC1T,QBOL
FWEQC1T X 7POT,0.003961978480219841,FWEQC1T,7POT
FWG0BMT X K6QO,1.0,FWG0BMT,K6QO
FWG0BMT X RVSZ,0.9998214840888976,FWG0BMT,RVSZ
FWG0BMT X GHYX,0.00010868515528272836,FWG0BMT,GHYX
FWG0BMT X SOP4,1.860909287643153e-05,FWG0BMT,SOP4
FWG0BMT X QBOL,9.61404566623969e-06,FWG0BMT,QBOL
FWGHDGZ X K6QO,1.0,FWGHDGZ,K6QO
FWGHDGZ X RVSZ,0.9993103742599488,FWGHDGZ,RVSZ
FWGHDGZ X GHYX,0.000639846781268716,FWGHDGZ,GHYX
FWGHDGZ X QBOL,1.9650224203360267e-05,FWGHDGZ,QBOL
FWGHDGZ X PYUQ,9.99280200630892e-06,FWGHDGZ,PYUQ
FWJ3M9C X K6QO,1.0,FWJ3M9C,K6QO
FWJ3M9C X RVSZ,0.9998109936714172,FWJ3M9C,RVSZ
FWJ3M9C X GHYX,6.990256952121854e-05,FWJ3M9C,GHYX
FWJ3M9C X QBOL,3.2138577807927504e-05,FWJ3M9C,QBOL
FWJ3M9C X PYUQ,2.1899828425375745e-05,FWJ3M9C,PYUQ
FWRVMGK X RVSZ,1.0,FWRVMGK,RVSZ
FWRVMGK X K6QO,0.6448047757148743,FWRVMGK,K6QO
FWRVMGK X QBOL,0.2319675534963608,FWRVMGK,QBOL
FWRVMGK X PYUQ,0.08533887565135956,FWRVMGK,PYUQ
FWRVMGK X GHYX,0.025530975311994556,FWRVMGK,GHYX
FWSPZU4 X K6QO,1.0,FWSPZU4,K6QO
FWSPZU4 X RVSZ,0.9999070167541504,FWSPZU4,RVSZ
FWSPZU4 X GHYX,3.242224920541048e-05,FWSPZU4,GHYX
FWSPZU4 X N2MW,1.6097606930998154e-05,FWSPZU4,N2MW
FWSPZU4 X QBOL,1.2869478268839885e-05,FWSPZU4,QBOL
FWX3BLW X RVSZ,1.0,FWX3BLW,RVSZ
FWX3BLW X K6QO,0.906463086605072,FWX3BLW,K6QO
FWX3BLW X GHYX,0.07500585913658142,FWX3BLW,GHYX
FWX3BLW X QBOL,0.017231615260243416,FWX3BLW,QBOL
FWX3BLW X ECY3,0.0003846889012493193,FWX3BLW,ECY3
FWXNZ3D X RVSZ,1.0,FWXNZ3D,RVSZ
FWXNZ3D X PYUQ,1.0,FWXNZ3D,PYUQ
FWXNZ3D X ECY3,1.0,FWXNZ3D,ECY3
FWXNZ3D X K6QO,0.6083992123603821,FWXNZ3D,K6QO
FWXNZ3D X QBOL,0.16395454108715055,FWXNZ3D,QBOL
FX5SXNX X K6QO,1.0,FX5SXNX,K6QO
FX5SXNX X RVSZ,0.9998207688331604,FX5SXNX,RVSZ
FX5SXNX X GHYX,3.8405651139328256e-05,FX5SXNX,GHYX
FX5SXNX X QBOL,2.7519517971086323e-05,FX5SXNX,QBOL
FX5SXNX X PYUQ,2.7495303584146313e-05,FX5SXNX,PYUQ
FX94GBP X RVSZ,1.0,FX94GBP,RVSZ
FX94GBP X QBOL,0.4301702380180359,FX94GBP,QBOL
FX94GBP X K6QO,0.4073619842529297,FX94GBP,K6QO
FX94GBP X GHYX,0.11975783109664916,FX94GBP,GHYX
FX94GBP X PYUQ,0.021232228726148602,FX94GBP,PYUQ
FXDB048 X RVSZ,1.0,FXDB048,RVSZ
FXDB048 X K6QO,1.0,FXDB048,K6QO
FXDB048 X QBOL,0.4994721114635468,FXDB048,QBOL
FXDB048 X PYUQ,0.24649010598659515,FXDB048,PYUQ
FXDB048 X ECY3,0.09006259590387344,FXDB048,ECY3
FXG0HR7 X RVSZ,1.0,FXG0HR7,RVSZ
FXG0HR7 X K6QO,0.9787350296974182,FXG0HR7,K6QO
FXG0HR7 X GHYX,0.008752815425395966,FXG0HR7,GHYX
FXG0HR7 X QBOL,0.00808793492615223,FXG0HR7,QBOL
FXG0HR7 X RIBP,0.00203338242135942,FXG0HR7,RIBP
FXH1FV4 X K6QO,1.0,FXH1FV4,K6QO
FXH1FV4 X RVSZ,0.9998515844345092,FXH1FV4,RVSZ
FXH1FV4 X PYUQ,3.809345435001888e-05,FXH1FV4,PYUQ
FXH1FV4 X GHYX,2.69721986114746e-05,FXH1FV4,GHYX
FXH1FV4 X RIBP,1.7678530639386732e-05,FXH1FV4,RIBP
FXHP7MW X RVSZ,1.0,FXHP7MW,RVSZ
FXHP7MW X K6QO,1.0,FXHP7MW,K6QO
FXHP7MW X QBOL,0.966222643852234,FXHP7MW,QBOL
FXHP7MW X GHYX,0.017315829172730446,FXHP7MW,GHYX
FXHP7MW X ECY3,0.006929644383490086,FXHP7MW,ECY3
FXI7FYZ X RVSZ,1.0,FXI7FYZ,RVSZ
FXI7FYZ X K6QO,0.9862549304962158,FXI7FYZ,K6QO
FXI7FYZ X PYUQ,0.010053234174847605,FXI7FYZ,PYUQ
FXI7FYZ X QBOL,0.00184388505294919,FXI7FYZ,QBOL
FXI7FYZ X GHYX,0.0008416895871050656,FXI7FYZ,GHYX
FXTII1V X RVSZ,1.0,FXTII1V,RVSZ
FXTII1V X QBOL,1.0,FXTII1V,QBOL
FXTII1V X K6QO,0.7748653888702393,FXTII1V,K6QO
FXTII1V X GHYX,0.14021408557891846,FXTII1V,GHYX
FXTII1V X PYUQ,0.04051608592271805,FXTII1V,PYUQ
FXY0QX4 X K6QO,1.0,FXY0QX4,K6QO
FXY0QX4 X RVSZ,0.999891996383667,FXY0QX4,RVSZ
FXY0QX4 X 66FJ,2.197633875766769e-05,FXY0QX4,66FJ
FXY0QX4 X GHYX,1.5401858036057092e-05,FXY0QX4,GHYX
FXY0QX4 X PYUQ,1.2977730875718409e-05,FXY0QX4,PYUQ
FXZH349 X RVSZ,1.0,FXZH349,RVSZ
FXZH349 X K6QO,0.9909828305244446,FXZH349,K6QO
FXZH349 X QBOL,0.004269553814083339,FXZH349,QBOL
FXZH349 X GHYX,0.0029753590933978558,FXZH349,GHYX
FXZH349 X AHXO,0.0002927343884948641,FXZH349,AHXO
FY20BTA X GYSR,1.0,FY20BTA,GYSR
FY20BTA X K6QO,1.0,FY20BTA,K6QO
FY20BTA X RVSZ,0.9998140931129456,FY20BTA,RVSZ
FY20BTA X GHYX,8.068350871326403e-05,FY20BTA,GHYX
FY20BTA X RIBP,2.274494181619957e-05,FY20BTA,RIBP
FY6P5A5 X QBOL,1.0,FY6P5A5,QBOL
FY6P5A5 X RIBP,0.990023910999298,FY6P5A5,RIBP
FY6P5A5 X RVSZ,0.0026741134934127326,FY6P5A5,RVSZ
FY6P5A5 X 8NN1,0.002065703272819519,FY6P5A5,8NN1
FY6P5A5 X PYUQ,0.0014587165787816048,FY6P5A5,PYUQ
FYBRM8E X K6QO,1.0,FYBRM8E,K6QO
FYBRM8E X RVSZ,0.9997616410255432,FYBRM8E,RVSZ
FYBRM8E X PYUQ,0.00011895650095539168,FYBRM8E,PYUQ
FYBRM8E X GHYX,6.655034667346627e-05,FYBRM8E,GHYX
FYBRM8E X SOP4,2.0429501091712154e-05,FYBRM8E,SOP4
FYE72YU X ECY3,1.0,FYE72YU,ECY3
FYE72YU X RVSZ,0.7753296494483948,FYE72YU,RVSZ
FYE72YU X QBOL,0.14549720287322998,FYE72YU,QBOL
FYE72YU X GHYX,0.05186387151479721,FYE72YU,GHYX
FYE72YU X PYUQ,0.009596987627446651,FYE72YU,PYUQ
FYO2E5P X LJR9,1.0,FYO2E5P,LJR9
FYO2E5P X RIBP,0.9864919781684875,FYO2E5P,RIBP
FYO2E5P X 8NN1,0.006145067512989043,FYO2E5P,8NN1
FYO2E5P X RVSZ,0.0027337807696312666,FYO2E5P,RVSZ
FYO2E5P X QBOL,0.0016745917964726686,FYO2E5P,QBOL
FYT1T61 X K6QO,1.0,FYT1T61,K6QO
FYT1T61 X RVSZ,0.9998679161071776,FYT1T61,RVSZ
FYT1T61 X GHYX,5.411740858107805e-05,FYT1T61,GHYX
FYT1T61 X N2MW,3.669170837383717e-05,FYT1T61,N2MW
FYT1T61 X QBOL,1.0492538422113284e-05,FYT1T61,QBOL
FYXG3JJ X K6QO,1.0,FYXG3JJ,K6QO
FYXG3JJ X RVSZ,0.99986469745636,FYXG3JJ,RVSZ
FYXG3JJ X GHYX,5.642558244289829e-05,FYXG3JJ,GHYX
FYXG3JJ X QBOL,3.3947766496567056e-05,FYXG3JJ,QBOL
FYXG3JJ X 7POT,1.3344591025088448e-05,FYXG3JJ,7POT
FZ2P5ZX X RVSZ,1.0,FZ2P5ZX,RVSZ
FZ2P5ZX X QBOL,1.0,FZ2P5ZX,QBOL
FZ2P5ZX X K6QO,0.7808253765106201,FZ2P5ZX,K6QO
FZ2P5ZX X PYUQ,0.16241924464702606,FZ2P5ZX,PYUQ
FZ2P5ZX X GHYX,0.02112921327352524,FZ2P5ZX,GHYX
FZC1IR5 X RVSZ,1.0,FZC1IR5,RVSZ
FZC1IR5 X K6QO,0.9900780916213988,FZC1IR5,K6QO
FZC1IR5 X QBOL,0.004224872682243586,FZC1IR5,QBOL
FZC1IR5 X GHYX,0.004063696600496769,FZC1IR5,GHYX
FZC1IR5 X PYUQ,0.0008023181580938399,FZC1IR5,PYUQ
FZFH78O X LJR9,1.0,FZFH78O,LJR9
FZFH78O X RIBP,0.9527217149734496,FZFH78O,RIBP
FZFH78O X 8NN1,0.03037825785577297,FZFH78O,8NN1
FZFH78O X RVSZ,0.006842963863164186,FZFH78O,RVSZ
FZFH78O X QBOL,0.002888694405555725,FZFH78O,QBOL
FZJCSCW X RVSZ,1.0,FZJCSCW,RVSZ
FZJCSCW X QBOL,0.4906452000141144,FZJCSCW,QBOL
FZJCSCW X K6QO,0.4602335095405578,FZJCSCW,K6QO
FZJCSCW X ECY3,0.017921531572937962,FZJCSCW,ECY3
FZJCSCW X GHYX,0.007827644236385822,FZJCSCW,GHYX
FZVDP3P X K6QO,1.0,FZVDP3P,K6QO
FZVDP3P X RVSZ,0.9997898936271667,FZVDP3P,RVSZ
FZVDP3P X GHYX,6.397799734259023e-05,FZVDP3P,GHYX
FZVDP3P X RIBP,2.2809143047197722e-05,FZVDP3P,RIBP
FZVDP3P X PYUQ,2.2499763872474432e-05,FZVDP3P,PYUQ
FZWMF78 X J9JW,1.0,FZWMF78,J9JW
FZWMF78 X JZ9D,0.9992738366127014,FZWMF78,JZ9D
FZWMF78 X PYUQ,0.00027801500982604915,FZWMF78,PYUQ
FZWMF78 X QBOL,0.00020037755894009024,FZWMF78,QBOL
FZWMF78 X RVSZ,8.008725853869691e-05,FZWMF78,RVSZ
FZZWSUF X RVSZ,1.0,FZZWSUF,RVSZ
FZZWSUF X K6QO,0.9980319142341614,FZZWSUF,K6QO
FZZWSUF X QBOL,0.0009584861109033227,FZZWSUF,QBOL
FZZWSUF X ECY3,0.0003059104783460498,FZZWSUF,ECY3
FZZWSUF X GHYX,0.0002555697283241898,FZZWSUF,GHYX
G02UR7M X ECY3,1.0,G02UR7M,ECY3
G02UR7M X RVSZ,0.8933223485946655,G02UR7M,RVSZ
G02UR7M X QBOL,0.052384335547685616,G02UR7M,QBOL
G02UR7M X RIBP,0.01782056875526905,G02UR7M,RIBP
G02UR7M X N2MW,0.012302138842642307,G02UR7M,N2MW
G0497R7 X RVSZ,1.0,G0497R7,RVSZ
G0497R7 X K6QO,0.9723979830741882,G0497R7,K6QO
G0497R7 X GHYX,0.019089851528406143,G0497R7,GHYX
G0497R7 X QBOL,0.0036425197031348944,G0497R7,QBOL
G0497R7 X N2MW,0.002009017625823617,G0497R7,N2MW
G0M2QJY X RVSZ,1.0,G0M2QJY,RVSZ
G0M2QJY X QBOL,1.0,G0M2QJY,QBOL
G0M2QJY X K6QO,0.9833813905715942,G0M2QJY,K6QO
G0M2QJY X PYUQ,0.005435796920210123,G0M2QJY,PYUQ
G0M2QJY X GHYX,0.005133328028023243,G0M2QJY,GHYX
G0MSBG2 X RVSZ,1.0,G0MSBG2,RVSZ
G0MSBG2 X K6QO,0.9879569411277772,G0MSBG2,K6QO
G0MSBG2 X QBOL,0.004148648586124182,G0MSBG2,QBOL
G0MSBG2 X ECY3,0.002595564816147089,G0MSBG2,ECY3
G0MSBG2 X GHYX,0.0025625089183449745,G0MSBG2,GHYX
G0MY50A X K6QO,1.0,G0MY50A,K6QO
G0MY50A X QBOL,1.0,G0MY50A,QBOL
G0MY50A X RVSZ,0.9998985528945924,G0MY50A,RVSZ
G0MY50A X GHYX,1.740866900945548e-05,G0MY50A,GHYX
G0MY50A X ECY3,1.3103335732012054e-05,G0MY50A,ECY3
G0MZD79 X K6QO,1.0,G0MZD79,K6QO
G0MZD79 X RVSZ,0.9995744824409484,G0MZD79,RVSZ
G0MZD79 X GHYX,0.0003064200864173472,G0MZD79,GHYX
G0MZD79 X PYUQ,2.9017870474490334e-05,G0MZD79,PYUQ
G0MZD79 X QBOL,1.777062425389886e-05,G0MZD79,QBOL
G19NLVF X RVSZ,1.0,G19NLVF,RVSZ
G19NLVF X QBOL,1.0,G19NLVF,QBOL
G19NLVF X K6QO,0.9878795742988586,G19NLVF,K6QO
G19NLVF X N2MW,0.003419375279918313,G19NLVF,N2MW
G19NLVF X ECY3,0.002570203505456448,G19NLVF,ECY3
G1A0Y55 X RVSZ,1.0,G1A0Y55,RVSZ
G1A0Y55 X K6QO,0.9557425975799559,G1A0Y55,K6QO
G1A0Y55 X PYUQ,0.02187715284526348,G1A0Y55,PYUQ
G1A0Y55 X QBOL,0.015013129450380804,G1A0Y55,QBOL
G1A0Y55 X RIBP,0.001628145924769342,G1A0Y55,RIBP
G1CN49I X JZ9D,1.0,G1CN49I,JZ9D
G1CN49I X J9JW,0.9978308081626892,G1CN49I,J9JW
G1CN49I X QBOL,0.0014855240005999806,G1CN49I,QBOL
G1CN49I X GHYX,0.0004079942882526666,G1CN49I,GHYX
G1CN49I X PYUQ,0.00010137829667655752,G1CN49I,PYUQ
G1NLJEO X GHYX,1.0,G1NLJEO,GHYX
G1NLJEO X QBOL,0.5412279963493347,G1NLJEO,QBOL
G1NLJEO X RVSZ,0.408444881439209,G1NLJEO,RVSZ
G1NLJEO X PYUQ,0.033261720091104514,G1NLJEO,PYUQ
G1NLJEO X JZ9D,0.004166711587458849,G1NLJEO,JZ9D
G21YU3V X K6QO,1.0,G21YU3V,K6QO
G21YU3V X RVSZ,0.9997929930686952,G21YU3V,RVSZ
G21YU3V X QBOL,9.061460150405765e-05,G21YU3V,QBOL
G21YU3V X GHYX,6.354476499836892e-05,G21YU3V,GHYX
G21YU3V X PYUQ,1.2333572158240711e-05,G21YU3V,PYUQ
G23UHD2 X N2MW,1.0,G23UHD2,N2MW
G23UHD2 X AHXO,0.990904986858368,G23UHD2,AHXO
G23UHD2 X RVSZ,0.0053763752803206435,G23UHD2,RVSZ
G23UHD2 X GHYX,0.0010270013008266687,G23UHD2,GHYX
G23UHD2 X QBOL,0.0010034993756562474,G23UHD2,QBOL
G24OY7S X RVSZ,1.0,G24OY7S,RVSZ
G24OY7S X QBOL,1.0,G24OY7S,QBOL
G24OY7S X GHYX,1.0,G24OY7S,GHYX
G24OY7S X K6QO,0.99436616897583,G24OY7S,K6QO
G24OY7S X PYUQ,0.002816649153828621,G24OY7S,PYUQ
G2E2LRB X K6QO,1.0,G2E2LRB,K6QO
G2E2LRB X RVSZ,0.9997887015342712,G2E2LRB,RVSZ
G2E2LRB X GHYX,4.567506039165892e-05,G2E2LRB,GHYX
G2E2LRB X PYUQ,4.200102193863131e-05,G2E2LRB,PYUQ
G2E2LRB X QBOL,3.496658973745071e-05,G2E2LRB,QBOL
G2M3P2O X QBOL,1.0,G2M3P2O,QBOL
G2M3P2O X RVSZ,0.7740103006362915,G2M3P2O,RVSZ
G2M3P2O X 7POT,0.0897035002708435,G2M3P2O,7POT
G2M3P2O X PYUQ,0.05328177660703659,G2M3P2O,PYUQ
G2M3P2O X RIBP,0.02954069338738918,G2M3P2O,RIBP
G2O9CX3 X K6QO,1.0,G2O9CX3,K6QO
G2O9CX3 X RVSZ,0.9998661279678344,G2O9CX3,RVSZ
G2O9CX3 X GHYX,7.671138882869855e-05,G2O9CX3,GHYX
G2O9CX3 X QBOL,1.902884105220437e-05,G2O9CX3,QBOL
G2O9CX3 X PYUQ,9.382231837662404e-06,G2O9CX3,PYUQ
G2R1AYL X K6QO,1.0,G2R1AYL,K6QO
G2R1AYL X QBOL,1.0,G2R1AYL,QBOL
G2R1AYL X RVSZ,0.9997749924659728,G2R1AYL,RVSZ
G2R1AYL X GHYX,0.0001360753522021696,G2R1AYL,GHYX
G2R1AYL X LJR9,2.264011163788382e-05,G2R1AYL,LJR9
G2U1FWM X RVSZ,1.0,G2U1FWM,RVSZ
G2U1FWM X K6QO,0.9884152412414552,G2U1FWM,K6QO
G2U1FWM X QBOL,0.008486812934279442,G2U1FWM,QBOL
G2U1FWM X GHYX,0.000991581822745502,G2U1FWM,GHYX
G2U1FWM X N2MW,0.0004247005563229322,G2U1FWM,N2MW
G2WGG7Z X ECY3,1.0,G2WGG7Z,ECY3
G2WGG7Z X RVSZ,0.9426210522651672,G2WGG7Z,RVSZ
G2WGG7Z X QBOL,0.031132135540246964,G2WGG7Z,QBOL
G2WGG7Z X GHYX,0.008930137380957603,G2WGG7Z,GHYX
G2WGG7Z X RIBP,0.006480658892542124,G2WGG7Z,RIBP
G2YCKPL X RVSZ,1.0,G2YCKPL,RVSZ
G2YCKPL X K6QO,1.0,G2YCKPL,K6QO
G2YCKPL X QBOL,0.6057044863700867,G2YCKPL,QBOL
G2YCKPL X GHYX,0.15259580314159393,G2YCKPL,GHYX
G2YCKPL X ECY3,0.08021971583366394,G2YCKPL,ECY3
G34S5Y3 X RVSZ,1.0,G34S5Y3,RVSZ
G34S5Y3 X K6QO,0.7942936420440674,G34S5Y3,K6QO
G34S5Y3 X PYUQ,0.17824746668338776,G34S5Y3,PYUQ
G34S5Y3 X QBOL,0.011605395004153252,G34S5Y3,QBOL
G34S5Y3 X GHYX,0.007945322431623936,G34S5Y3,GHYX
G3CRMQ6 X QBOL,1.0,G3CRMQ6,QBOL
G3CRMQ6 X RVSZ,0.8877559900283813,G3CRMQ6,RVSZ
G3CRMQ6 X GHYX,0.05763548240065575,G3CRMQ6,GHYX
G3CRMQ6 X N2MW,0.021786341443657875,G3CRMQ6,N2MW
G3CRMQ6 X PYUQ,0.01712079904973507,G3CRMQ6,PYUQ
G3D1D2D X RVSZ,1.0,G3D1D2D,RVSZ
G3D1D2D X K6QO,0.974093735218048,G3D1D2D,K6QO
G3D1D2D X QBOL,0.013009299524128435,G3D1D2D,QBOL
G3D1D2D X GHYX,0.005029791500419378,G3D1D2D,GHYX
G3D1D2D X PYUQ,0.004397670738399029,G3D1D2D,PYUQ
G3EH9X0 X RVSZ,1.0,G3EH9X0,RVSZ
G3EH9X0 X K6QO,0.9934570193290709,G3EH9X0,K6QO
G3EH9X0 X QBOL,0.0032015324104577303,G3EH9X0,QBOL
G3EH9X0 X GHYX,0.0017780795460566878,G3EH9X0,GHYX
G3EH9X0 X ECY3,0.0005707019008696079,G3EH9X0,ECY3
G3GU4KT X RVSZ,1.0,G3GU4KT,RVSZ
G3GU4KT X K6QO,1.0,G3GU4KT,K6QO
G3GU4KT X JWFN,1.0,G3GU4KT,JWFN
G3GU4KT X QBOL,0.7838006615638733,G3GU4KT,QBOL
G3GU4KT X ECY3,0.0856628268957138,G3GU4KT,ECY3
G3HCW58 X K6QO,1.0,G3HCW58,K6QO
G3HCW58 X RVSZ,0.99979168176651,G3HCW58,RVSZ
G3HCW58 X GHYX,3.35456570610404e-05,G3HCW58,GHYX
G3HCW58 X QBOL,3.118493259535171e-05,G3HCW58,QBOL
G3HCW58 X PYUQ,2.9459484721883197e-05,G3HCW58,PYUQ
G3PE314 X K6QO,1.0,G3PE314,K6QO
G3PE314 X RVSZ,0.9997959733009338,G3PE314,RVSZ
G3PE314 X QBOL,3.9562175516039126e-05,G3PE314,QBOL
G3PE314 X 7POT,2.751739157247357e-05,G3PE314,7POT
G3PE314 X PYUQ,2.678560304048005e-05,G3PE314,PYUQ
G3V3DVI X K6QO,1.0,G3V3DVI,K6QO
G3V3DVI X ECY3,1.0,G3V3DVI,ECY3
G3V3DVI X RVSZ,0.999830722808838,G3V3DVI,RVSZ
G3V3DVI X GHYX,4.5386314013740055e-05,G3V3DVI,GHYX
G3V3DVI X N2MW,3.441546141402796e-05,G3V3DVI,N2MW
G41RKOQ X RVSZ,1.0,G41RKOQ,RVSZ
G41RKOQ X RIBP,0.9867888092994691,G41RKOQ,RIBP
G41RKOQ X 8NN1,0.0077622830867767325,G41RKOQ,8NN1
G41RKOQ X 66FJ,0.0013471541460603476,G41RKOQ,66FJ
G41RKOQ X K6QO,0.0009913842659443617,G41RKOQ,K6QO
G47V3C2 X JZ9D,1.0,G47V3C2,JZ9D
G47V3C2 X J9JW,0.9871754050254822,G47V3C2,J9JW
G47V3C2 X GHYX,0.009797826409339905,G47V3C2,GHYX
G47V3C2 X QBOL,0.001813878654502332,G47V3C2,QBOL
G47V3C2 X RVSZ,0.0005475172074511646,G47V3C2,RVSZ
G4FDX5W X RVSZ,1.0,G4FDX5W,RVSZ
G4FDX5W X QBOL,1.0,G4FDX5W,QBOL
G4FDX5W X K6QO,0.9943135976791382,G4FDX5W,K6QO
G4FDX5W X PYUQ,0.0013152874307706952,G4FDX5W,PYUQ
G4FDX5W X N2MW,0.0011259416351094842,G4FDX5W,N2MW
G4GVDN9 X RVSZ,1.0,G4GVDN9,RVSZ
G4GVDN9 X K6QO,1.0,G4GVDN9,K6QO
G4GVDN9 X QBOL,0.8192237615585327,G4GVDN9,QBOL
G4GVDN9 X GHYX,0.07852219045162201,G4GVDN9,GHYX
G4GVDN9 X ECY3,0.06923429667949678,G4GVDN9,ECY3
G4J2Y5Y X RIBP,1.0,G4J2Y5Y,RIBP
G4J2Y5Y X RVSZ,0.3826479315757752,G4J2Y5Y,RVSZ
G4J2Y5Y X 7POT,0.16889333724975586,G4J2Y5Y,7POT
G4J2Y5Y X 66FJ,0.15522471070289612,G4J2Y5Y,66FJ
G4J2Y5Y X QBOL,0.11241871118545532,G4J2Y5Y,QBOL
G4Q1H4K X RVSZ,1.0,G4Q1H4K,RVSZ
G4Q1H4K X K6QO,0.9726296663284302,G4Q1H4K,K6QO
G4Q1H4K X QBOL,0.010916505008935928,G4Q1H4K,QBOL
G4Q1H4K X PYUQ,0.009011809714138508,G4Q1H4K,PYUQ
G4Q1H4K X ECY3,0.004842313006520271,G4Q1H4K,ECY3
G4TFESG X K6QO,1.0,G4TFESG,K6QO
G4TFESG X RVSZ,0.9998615980148317,G4TFESG,RVSZ
G4TFESG X 7POT,5.031341424910352e-05,G4TFESG,7POT
G4TFESG X GHYX,1.77745951077668e-05,G4TFESG,GHYX
G4TFESG X PYUQ,1.7390471839462407e-05,G4TFESG,PYUQ
G4TFW65 X RIBP,1.0,G4TFW65,RIBP
G4TFW65 X LJR9,1.0,G4TFW65,LJR9
G4TFW65 X RVSZ,0.4599645435810089,G4TFW65,RVSZ
G4TFW65 X 7POT,0.18227724730968475,G4TFW65,7POT
G4TFW65 X 8NN1,0.057986713945865624,G4TFW65,8NN1
G4U1Z8F X GHYX,1.0,G4U1Z8F,GHYX
G4U1Z8F X QBOL,0.810191810131073,G4U1Z8F,QBOL
G4U1Z8F X RVSZ,0.1418975293636322,G4U1Z8F,RVSZ
G4U1Z8F X PYUQ,0.027610287070274356,G4U1Z8F,PYUQ
G4U1Z8F X N2MW,0.00619742926210165,G4U1Z8F,N2MW
G4VK0G9 X K6QO,1.0,G4VK0G9,K6QO
G4VK0G9 X RVSZ,0.9998377561569214,G4VK0G9,RVSZ
G4VK0G9 X ECY3,4.7823319619055844e-05,G4VK0G9,ECY3
G4VK0G9 X PYUQ,3.917220601579175e-05,G4VK0G9,PYUQ
G4VK0G9 X GHYX,3.3790878660511225e-05,G4VK0G9,GHYX
G524B3K X K6QO,1.0,G524B3K,K6QO
G524B3K X QBOL,1.0,G524B3K,QBOL
G524B3K X RVSZ,0.9998977184295654,G524B3K,RVSZ
G524B3K X PYUQ,3.870952059514821e-05,G524B3K,PYUQ
G524B3K X GHYX,1.9071099814027548e-05,G524B3K,GHYX
G529ENW X K6QO,1.0,G529ENW,K6QO
G529ENW X RVSZ,0.9997135996818542,G529ENW,RVSZ
G529ENW X GHYX,0.00018331481260247526,G529ENW,GHYX
G529ENW X PYUQ,5.2038798457942896e-05,G529ENW,PYUQ
G529ENW X QBOL,1.7148107872344553e-05,G529ENW,QBOL
G52OWX8 X QBOL,1.0,G52OWX8,QBOL
G52OWX8 X PYUQ,0.6841778755187988,G52OWX8,PYUQ
G52OWX8 X RVSZ,0.23983468115329745,G52OWX8,RVSZ
G52OWX8 X GHYX,0.041511636227369315,G52OWX8,GHYX
G52OWX8 X LJR9,0.014354926533997059,G52OWX8,LJR9
G543HOG X RVSZ,1.0,G543HOG,RVSZ
G543HOG X QBOL,0.5592578053474426,G543HOG,QBOL
G543HOG X PYUQ,0.3469057381153107,G543HOG,PYUQ
G543HOG X K6QO,0.07464232295751573,G543HOG,K6QO
G543HOG X GHYX,0.007384374737739562,G543HOG,GHYX
G56F326 X K6QO,1.0,G56F326,K6QO
G56F326 X RVSZ,0.9997245669364928,G56F326,RVSZ
G56F326 X N2MW,8.342875662492588e-05,G56F326,N2MW
G56F326 X GHYX,4.289501885068603e-05,G56F326,GHYX
G56F326 X AHXO,4.15072136092931e-05,G56F326,AHXO
G5DIA35 X PYUQ,1.0,G5DIA35,PYUQ
G5DIA35 X K6QO,1.0,G5DIA35,K6QO
G5DIA35 X RVSZ,0.9992365837097168,G5DIA35,RVSZ
G5DIA35 X RIBP,0.0002401936071692034,G5DIA35,RIBP
G5DIA35 X QBOL,0.00021219300106167796,G5DIA35,QBOL
G5GT1T7 X JZ9D,1.0,G5GT1T7,JZ9D
G5GT1T7 X J9JW,0.9958309531211852,G5GT1T7,J9JW
